id,Survey,Camera,Year,X,Y,nOcc,Habitat,Area,Zone,DistWater,Tree cover,DistVillag,Dog Freq,Human Freq,Freq small mammals,NDVI,Patch,Fishing Cat,Leopard Cat,Smooth-coated otter,Hairy-nosed otter,Large-spotted civet,Common Palm civet,Long-tailed macaque,Sunda Pangolin
355,27,KT93,2022,295132,1273495,75,Mixed mangrove,PKWS Mainland,PKWS,1,80,2994,0.137551582,0.137551582,5.639614856,0.63909775,299.2,0,0,0,4,0,0,0,0
356,27,KT94,2022,284134,1264333,52,Fringe mangrove,KK Island,Koh Kapik CPA,6,80,989.43,0,0.137551582,0,0.628546834,374.747,0,0,0,0,0,0,0,0
357,27,M2,2022,293160,1266301,80,Melaleuca,BSNP Mainland,BSNP,80,60,3649.824571,0,0,1.237964237,0.550933778,858.42,0,0,0,0,0,0,5,0
358,27,M2.2,2022,293160,1266301,8,Melaleuca,BSNP Mainland,BSNP,214.93,60,3649.824571,0,0,0.275103164,0.550933778,858.42,0,0,0,0,0,0,0,0
359,27,M3,2022,293556.7302,1265429.634,56,Fringe mangrove,BSNP Mainland,BSNP,1,80,4392.206458,0,0.550206327,0,0.524625242,549.782,0,0,0,0,0,0,0,0
360,27,S92,2022,284432,1266994,69,Fringe mangrove,KK Island,Koh Kapik CPA,2,80,667.93,0.137551582,0.137551582,1.788170564,0.667135835,374.747,0,0,0,0,0,0,0,0
361,28,A4,2022,282299,1274303,54,Fringe mangrove,KK Island,Peam Krasop CPA,5,80,2060.91,0,0.267022697,0,0.601975322,123.497,0,0,0,0,0,0,1,0
362,28,E3.2,2022,284538.4129,1269426.821,46,Back mangrove,KK Island,Conservation,3,80,1111.477726,0,0,0.534045394,0.651667953,141.236,0,0,0,0,0,0,0,0
363,28,G1,2022,282823.7634,1264827.337,49,Fringe mangrove,KK Island,Koh Kapik CPA,6,80,1818.172977,0.400534045,1.068090788,0.267022697,0.299334794,173.269,0,0,0,0,0,0,0,0
364,28,H2,2022,284859.0053,1266903.141,4,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,1419.728292,0,0,0,0.565680504,374.747,0,0,3,0,0,0,0,0
365,28,J,2022,283969.7282,1267213.386,45,Fringe mangrove,KK Island,Koh Kapik CPA,2,80,575.0682859,0.133511348,0.667556742,0,0.759800851,374.747,0,0,0,0,0,0,8,0
366,28,KT19,2022,288509,1268860,81,Back mangrove,KK Island,Koh Sralao CPA,75,50,1925.242237,0,0,0,0.302252471,259.465,0,1,0,0,0,0,1,0
367,28,KT32,2022,291821,1269367,10,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0,0.934579439,0.571622193,299.2,0,0,3,0,0,1,0,0
368,28,KT37,2022,285906.0442,1269462.054,24,Back mangrove,KK Island,Koh Sralao CPA,60,80,3493.02,0,0.267022697,0,0.657584369,259.465,0,0,0,0,0,0,1,0
369,28,KT42.2,2022,287122.3626,1267771.679,24,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0.133511348,0,0.589766979,259.465,0,0,0,0,0,0,0,0
370,28,KT60,2022,295344.4327,1273520.116,27,Mixed mangrove,PKWS Mainland,PKWS,2,80,2878.49,0,0,0.133511348,0.624907315,299.2,0,0,0,0,0,0,0,0
371,28,KT62B,2022,287689.1009,1267731.212,79,Back mangrove,KK Island,Koh Sralao CPA,2,80,2084.144938,0,0,0.133511348,0.56479001,139.437,0,0,45,0,0,0,0,0
372,28,KT92,2022,284079,1266996,28,Fringe mangrove,KK Island,Koh Kapik CPA,5,80,332.36,0.133511348,0.133511348,0.133511348,0.602283537,374.747,0,0,2,0,0,0,1,0
373,28,KT93,2022,295132,1273495,47,Mixed mangrove,PKWS Mainland,PKWS,1,80,2994,0,0,0,0.63909775,299.2,0,0,1,1,0,1,0,0
374,28,KT94,2022,284134,1264333,48,Fringe mangrove,KK Island,Koh Kapik CPA,6,80,989.43,0.133511348,1.335113485,0,0.628546834,374.747,0,0,0,0,0,0,0,0
375,28,KT95,2022,284048,1274975,91,Fringe mangrove,KK Island,Peam Krasop CPA,32,80,1235.9,0.801068091,1.73564753,0,0.379987717,2389.698,0,0,0,0,0,0,0,0
376,28,KT96,2022,280405,1273729,5,Fringe mangrove,KK Island,Conservation,3,80,1306.66,0,0.667556742,0,0.64161849,2389.698,0,0,0,0,0,0,0,0
377,28,M2.2,2022,293160,1266301,13,Melaleuca,BSNP Mainland,BSNP,214.93,60,3649.824571,0,0,0,0.550933778,858.42,0,1,0,0,0,0,5,0
378,28,N1,2022,297018,1270258,76,Melaleuca,Islet,PKWS,87,40,5624.3,0,0.133511348,0,0.538060009,82.47,0,0,0,0,0,0,0,0
379,29,A4,2022,282299,1274303,45,Fringe mangrove,KK Island,Peam Krasop CPA,5,80,2060.91,0,0,1.291248207,0.601975322,123.497,0,0,0,0,0,0,0,0
380,29,E3,2022,283457.2653,1268097.497,16,Back mangrove,KK Island,Koh Kapik CPA,2,80,1111.477726,0,0,0,0.680761874,147.931,0,0,0,0,0,0,1,0
381,29,G1,2022,282823.7634,1264827.337,51,Fringe mangrove,KK Island,Koh Kapik CPA,6,80,1818.172977,0,0.430416069,0,0.299334794,173.269,0,0,0,0,0,0,0,0
382,29,J,2022,283969.7282,1267213.386,36,Fringe mangrove,KK Island,Koh Kapik CPA,2,80,575.0682859,0,0.286944046,0,0.759800851,374.747,0,0,22,0,0,0,10,0
383,29,KT19,2022,288509,1268860,58,Back mangrove,KK Island,Koh Sralao CPA,75,50,1925.242237,0,1.004304161,0.286944046,0.302252471,259.465,0,1,0,0,0,0,0,0
384,29,KT19A,2022,288509,1268860,27,Back mangrove,KK Island,Koh Sralao CPA,75,50,1925.242237,0,1.147776184,0.143472023,0.302252471,259.465,0,0,0,0,0,0,1,0
385,29,KT32,2022,291821,1269367,36,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0,0,0.571622193,299.2,0,0,8,0,0,0,2,0
386,29,KT42,2022,287122.3626,1267771.679,58,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0,0,0.589766979,259.465,0,4,0,0,0,3,1,0
387,29,KT42.2,2022,287122.3626,1267771.679,27,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0,0.286944046,0.589766979,259.465,0,1,0,0,0,0,1,0
388,29,KT60,2022,295344.4327,1273520.116,49,Mixed mangrove,PKWS Mainland,PKWS,2,80,2878.49,0,0,0,0.624907315,299.2,0,0,0,1,0,0,0,0
389,29,KT62B,2022,287689.1009,1267731.212,58,Back mangrove,KK Island,Koh Sralao CPA,2,80,2084.144938,0,0.143472023,0.717360115,0.56479001,139.437,0,1,47,0,0,0,0,0
390,29,KT66,2022,295509.2551,1273680.786,59,Mixed mangrove,PKWS Mainland,PKWS,2,80,2625.93591,0,0,0.143472023,0.553644598,299.2,0,0,0,0,0,0,0,0
391,29,KT92,2022,284079,1266996,54,Fringe mangrove,KK Island,Koh Kapik CPA,5,80,332.36,0.143472023,0,11.19081779,0.602283537,374.747,0,0,13,0,0,1,0,0
392,29,M2.2,2022,293160,1266301,24,Melaleuca,BSNP Mainland,BSNP,214.93,60,3649.824571,0,0,0,0.550933778,858.42,0,0,0,0,0,0,1,0
393,29,M3,2022,293556.7302,1265429.634,52,Fringe mangrove,BSNP Mainland,BSNP,1,80,4392.206458,0,1.578192253,0,0.524625242,549.782,0,0,0,0,0,0,0,0
394,29,N1,2022,297018,1270258,47,Melaleuca,Islet,PKWS,87,40,5624.3,0,0,0,0.538060009,82.47,0,0,0,0,0,0,0,0
395,29,S92,2022,284432,1266994,2,Fringe mangrove,KK Island,Koh Kapik CPA,2,80,667.93,0,0,0.430416069,0.667135835,374.747,0,0,0,0,0,1,0,0
396,30,E3.2,2023,284538.4129,1269426.821,49,Back mangrove,KK Island,Conservation,589,80,1111.477726,0,0,0.528169014,0.781048775,141.236,1,0,0,0,0,0,0,0
397,30,G1,2023,282823.7634,1264827.337,22,Fringe mangrove,KK Island,Koh Kapik CPA,0,80,1818.172977,0,0.352112676,0,0.638359308,173.269,0,0,0,0,0,0,0,0
398,30,H2,2023,284859.0053,1266903.141,52,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,1419.728292,0,0,0,0.760716558,374.747,0,0,1,0,0,0,0,0
399,30,J,2023,283969.7282,1267213.386,34,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,575.0682859,0.352112676,0.176056338,0,0.880786657,374.747,0,0,1,0,0,0,2,0
400,30,KT100,2023,282887,1270172,51,Back mangrove,KK Island,Core Zone,242,80,3355.19,0,0.176056338,0,0.895620883,147.931,1,0,0,0,0,0,5,0
401,30,KT101,2023,284227,1272157,11,Back mangrove,KK Island,Core Zone,383,80,6411.72,0,0,0,0.785111308,66.789,0,0,0,0,0,0,0,0
402,30,KT102,2023,285813,1266704,24,Back mangrove,KK Island,Koh Kapik CPA,161,80,2087.09,0,0,1.936619718,0.739975691,59.104,0,0,0,0,0,0,0,0
403,30,KT19,2023,288509,1268860,53,Back mangrove,KK Island,Koh Sralao CPA,75,50,1925.242237,0,0,0,0.414708108,259.465,0,0,0,0,0,0,0,0
404,30,KT37,2023,285906.0442,1269462.054,10,Back mangrove,KK Island,Koh Sralao CPA,60,80,3493.02,0,0,0.528169014,0.807009935,259.465,0,0,0,0,0,0,0,0
405,30,KT42,2023,287122.3626,1267771.679,53,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0,0,0.725671887,259.465,0,0,0,0,0,0,0,0
406,30,KT60,2023,295344.4327,1273520.116,29,Mixed mangrove,PKWS Mainland,PKWS,2,80,2878.49,0,0.176056338,0.176056338,0.712302327,299.2,0,0,0,0,0,0,0,0
407,30,KT92,2023,284079,1266996,40,Fringe mangrove,KK Island,Koh Kapik CPA,5,80,332.36,1.232394366,1.232394366,0.352112676,0.809157073,374.747,1,0,8,0,0,0,0,0
408,30,N1,2023,297018,1270258,39,Melaleuca,Islet,PKWS,87,40,5624.3,0,0,0,0.638225257,82.47,0,0,0,0,1,0,0,0
409,30,S92,2023,284432,1266994,52,Fringe mangrove,KK Island,Koh Kapik CPA,2,80,667.93,0,0.704225352,0,0.771136463,374.747,0,0,0,0,0,0,1,0
410,31,G1,2023,282823.7634,1264827.337,38,Fringe mangrove,KK Island,Koh Kapik CPA,0,80,1818.172977,0.264550265,1.322751323,0,0.638359308,173.269,0,0,0,0,0,0,0,0
411,31,H2,2023,284859.0053,1266903.141,68,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,1419.728292,0,0,0,0.760716558,374.747,0,0,6,0,0,0,1,0
412,31,J,2023,283969.7282,1267213.386,46,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,575.0682859,0,0.264550265,0,0.880786657,374.747,0,0,0,0,0,0,2,0
413,31,KT100,2023,282899.0417,1270181.954,71,Back mangrove,KK Island,Core Zone,242,80,3355.19,0,0.661375661,0,0.883990705,147.931,3,0,0,0,0,0,4,0
414,31,KT101,2023,284226.6452,1272157.47,75,Back mangrove,KK Island,Core Zone,383,80,6411.72,0,0,0,0.785111308,66.789,0,0,1,0,0,0,0,0
415,31,KT102,2023,285813.0442,1266704.009,71,Back mangrove,KK Island,Koh Kapik CPA,161,80,2087.09,0,0,0,0.739975691,59.104,0,0,0,0,0,0,1,0
416,31,KT19,2023,288278.2707,1268874.893,3,Back mangrove,KK Island,Koh Sralao CPA,75,50,1925.242237,0,0,0.132275132,0.771217704,259.465,0,0,0,0,0,1,0,0
417,31,KT32,2023,291816.099,1269360.122,62,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0.529100529,0.132275132,0.718960524,299.2,0,0,8,0,0,0,8,1
418,31,KT37,2023,285906.0442,1269462.054,27,Back mangrove,KK Island,Koh Sralao CPA,60,80,3493.02,0,0.132275132,0,0.807009935,259.465,0,0,0,0,0,0,2,0
419,31,KT42,2023,287122.3626,1267771.679,71,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0,0,0.725671887,259.465,0,3,0,0,0,2,2,0
420,31,KT60,2023,295344.289,1273531.513,31,Mixed mangrove,PKWS Mainland,PKWS,2,80,2878.49,0,0,0,0.734172523,299.2,0,0,0,0,0,0,0,0
421,31,KT66,2023,295495.407,1273698.799,45,Mixed mangrove,PKWS Mainland,PKWS,2,80,2625.93591,0,0,0.132275132,0.754244149,299.2,0,0,0,4,0,0,0,0
422,31,KT92,2023,284072.9749,1266996.484,58,Fringe mangrove,KK Island,Koh Kapik CPA,5,80,332.36,0.529100529,1.455026455,0.264550265,0.809157073,374.747,1,0,8,0,0,1,3,0
423,31,KT93,2023,295132.4881,1273495.061,50,Mixed mangrove,PKWS Mainland,PKWS,1,80,2994,0,0,0,0.760986924,299.2,0,0,0,0,0,0,0,0
424,31,M2.2,2023,293227.2405,1266177.362,40,Melaleuca,BSNP Mainland,BSNP,214.93,60,3649.824571,0,0,0,0.56284827,858.42,0,0,0,0,0,1,0,0
425,32,CO2,2023,298123,1274934,50,Semi-evergreen,PKWS Mainland,PKWS,354,80,2665.837752,0.313479624,1.253918495,0,0.724665403,186.443,0,1,0,0,0,3,0,0
426,32,J,2023,283969.7282,1267213.386,19,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,2665.837752,0,0,0.313479624,0.880786657,374.747,1,0,2,0,0,0,4,0
427,32,KT100,2023,282899.0417,1270181.954,42,Back mangrove,KK Island,Core Zone,242,80,3355.19,0,2.821316614,2.507836991,0.883990705,147.931,0,0,0,0,0,0,5,0
428,32,KT102,2023,285813.0442,1266704.009,15,Back mangrove,KK Island,Koh Kapik CPA,161,80,2087.09,0,0,0.940438871,0.739975691,59.104,0,0,0,0,0,0,0,0
429,32,KT32,2023,291816.099,1269360.122,86,Mixed mangrove,PKWS Mainland,PKWS,4,80,2665.837752,0,0.313479624,0,0.718960524,299.2,0,0,1,0,0,0,1,0
430,32,KT37,2023,285906.0442,1269462.054,16,Back mangrove,KK Island,Koh Sralao CPA,60,80,2665.837752,0,0.626959248,0.940438871,0.807009935,259.465,0,0,0,0,0,0,0,0
431,32,KT60,2023,295344.289,1273531.513,51,Mixed mangrove,PKWS Mainland,PKWS,2,80,2665.837752,0,0,0,0.734172523,299.2,0,0,1,0,0,0,0,0
432,32,KT92,2023,284072.9749,1266996.484,21,Fringe mangrove,KK Island,Koh Kapik CPA,5,80,332.36,0.940438871,0.313479624,0.313479624,0.809157073,374.747,1,0,2,0,0,0,1,0
433,32,M2.2,2023,293227.2405,1266177.362,20,Melaleuca,BSNP Mainland,BSNP,214.93,60,3649.824571,0,0,2.194357367,0.56284827,858.42,0,0,0,0,0,0,1,0
434,33,E3.2,2023,284538.4129,1269426.821,77,Back mangrove,KK Island,Conservation,589,80,1111.477726,0,0,0,0.781048775,141.236,0,0,0,0,0,0,0,0
435,33,G1,2023,282823.7634,1264827.337,42,Fringe mangrove,KK Island,Koh Kapik CPA,0,80,1818.172977,1.237623762,1.98019802,0,0.638359308,173.269,0,0,0,0,0,0,0,0
436,33,J,2023,283969.7282,1267213.386,37,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,575.0682859,0,0.742574257,0,0.880786657,374.747,0,0,0,0,0,0,0,0
437,33,KT102,2023,285813.0442,1266704.009,23,Back mangrove,KK Island,Koh Kapik CPA,161,80,2087.09,0,0.247524752,0.99009901,0.739975691,59.104,0,0,0,0,0,0,0,0
438,33,KT32,2023,291816.099,1269360.122,52,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0.742574257,2.475247525,0.718960524,299.2,0,1,19,0,0,1,5,0
439,33,KT37,2023,285906.0442,1269462.054,10,Back mangrove,KK Island,Koh Sralao CPA,60,80,3649.824571,0,0.742574257,0,0.807009935,259.465,0,0,0,0,0,0,0,0
440,33,KT42,2023,287122.3626,1267771.679,41,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0.495049505,0.742574257,0.725671887,259.465,0,0,0,0,0,0,1,0
441,33,KT46,2023,283308.2364,1268120.541,15,Back mangrove,KK Island,Koh Kapik CPA,1,50,1187.219621,6.435643564,0.495049505,4.455445545,0.651871204,147.931,0,0,0,0,0,0,0,0
442,33,KT92,2023,284072.9749,1266996.484,41,Fringe mangrove,KK Island,Koh Kapik CPA,5,80,332.36,0.247524752,1.732673267,0,0.809157073,374.747,1,1,2,0,0,0,1,0
443,33,M2.2,2023,293227.2405,1266177.362,28,Melaleuca,BSNP Mainland,BSNP,214.93,60,3649.824571,0,0.742574257,5.693069307,0.56284827,858.42,0,0,0,0,1,0,4,0
444,33,N1,2023,296997.9329,1270263.488,40,Melaleuca,Islet,PKWS,87,40,5624.3,0,0,0,0.740499854,82.47,0,0,0,0,0,0,0,0
445,34,E3.2,2023,284538.4129,1269426.821,67,Back mangrove,KK Island,Conservation,589,80,1111.477726,0,0,0,0.781048775,141.236,0,0,4,0,0,0,0,0
446,34,G1,2023,282823.7634,1264827.337,35,Fringe mangrove,KK Island,Koh Kapik CPA,0,80,1818.172977,2.380952381,0.714285714,0,0.638359308,173.269,0,2,0,0,0,0,0,0
447,34,J,2023,283969.7282,1267213.386,25,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,575.0682859,0,0,2.380952381,0.880786657,374.747,2,0,2,0,0,0,18,0
448,34,KT101,2023,284226.6452,1272157.47,75,Back mangrove,KK Island,Core Zone,383,80,6411.72,0,0,2.142857143,0.785111308,66.789,0,1,10,0,0,0,1,0
449,34,KT102,2023,285813.0442,1266704.009,26,Back mangrove,KK Island,Koh Kapik CPA,161,80,2087.09,0,0.714285714,1.19047619,0.739975691,59.104,0,0,0,0,0,0,0,0
450,34,KT19A,2023,288278.2707,1268874.893,23,Back mangrove,KK Island,Koh Sralao CPA,75,50,1925.242237,0,0.476190476,0,0.771217704,259.465,0,0,0,0,0,1,0,0
451,34,KT32,2023,291816.099,1269360.122,42,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0.476190476,1.19047619,0.718960524,299.2,0,0,7,0,0,1,4,0
452,34,KT46A,2023,283308.2364,1268120.541,30,Back mangrove,KK Island,Koh Kapik CPA,1,50,1187.219621,6.19047619,0.238095238,0,0.651871204,147.931,0,0,0,0,0,0,0,0
453,34,KT92,2023,284072.9749,1266996.484,19,Fringe mangrove,KK Island,Koh Kapik CPA,5,80,332.36,0,0.476190476,1.666666667,0.809157073,374.747,0,0,6,0,0,0,1,0
454,34,M2.2,2023,293227.2405,1266177.362,19,Melaleuca,BSNP Mainland,BSNP,214.93,60,3649.824571,0,0,3.095238095,0.56284827,858.42,0,0,0,0,0,1,0,0
455,35,J,2023,283969.7282,1267213.386,13,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,575.0682859,0,0,0,0.880786657,374.747,0,0,0,0,0,0,2,0
456,35,KT100A,2023,282899.0417,1270181.954,12,Back mangrove,KK Island,Core Zone,242,80,3355.19,0,0,1.709401709,0.883990705,147.931,0,0,0,0,0,0,2,0
457,35,KT102A,2023,285813.0442,1266704.009,13,Back mangrove,KK Island,Koh Kapik CPA,161,80,2087.09,0,5.982905983,0,0.739975691,59.104,0,0,0,0,0,0,2,0
458,35,KT105A,2023,284058,1264903,13,Back mangrove,KK Island,Koh Kapik CPA,5,80,1532.04,0.854700855,0,0,0.524492264,412.569,0,0,1,0,0,0,0,0
459,35,KT32,2023,291816.099,1269360.122,12,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0.854700855,5.982905983,0.718960524,299.2,0,1,4,0,0,0,1,0
460,35,KT42,2023,287122.3626,1267771.679,12,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0,0.854700855,0.725671887,259.465,0,1,0,0,0,0,0,0
461,35,KT46A,2023,283308.2364,1268120.541,13,Back mangrove,KK Island,Koh Kapik CPA,1,50,1187.219621,7.692307692,1.709401709,0,0.651871204,147.931,1,0,0,0,0,0,0,0
462,35,KT92,2023,284072.9749,1266996.484,13,Fringe mangrove,KK Island,Koh Kapik CPA,5,80,332.36,0.854700855,0.854700855,1.709401709,0.809157073,374.747,0,0,5,0,0,0,4,0
463,35,M2.2,2023,293227.2405,1266177.362,13,Melaleuca,BSNP Mainland,BSNP,214.93,60,3649.824571,0,1.709401709,7.692307692,0.56284827,858.42,0,0,0,0,0,0,0,0
464,MoE,PK10,2022,283154,1272229,93,Back mangrove,KK Island,Core Zone,323,80,5406.44,0,0.512820513,1.923076923,0.712946296,6.379,0,0,0,0,0,1,0,0
465,MoE,PK11,2022,282537,1272357,93,Back mangrove,KK Island,Core Zone,112,80,5280.9,0,2.820512821,1.153846154,0.747211933,6.763,0,0,0,0,0,1,3,0
466,MoE,PK12,2022,283862.7997,1271740.756,64,Back mangrove,KK Island,Core Zone,118,80,4757.69,0,0.769230769,2.435897436,0.72676152,66.789,0,0,9,0,0,0,5,0
467,MoE,PK13,2022,282291.2568,1271432.653,65,Back mangrove,KK Island,Core Zone,328,80,4784.05,0,0.384615385,0.512820513,0.651502132,2389.698,0,0,0,0,0,0,5,0
468,MoE,PK14,2022,284544.9701,1270636.85,91,Back mangrove,KK Island,Core Zone,125,80,3759.61,0,0.769230769,1.41025641,0.640081823,59.835,0,0,0,0,0,0,3,0
469,MoE,PK16,2022,284197.4695,1270883.528,92,Back mangrove,KK Island,Core Zone,262,80,3932.19,0,0.128205128,1.794871795,0.720930219,59.835,0,0,0,0,0,0,2,0
470,MoE,PK32,2022,282908,1272945,93,Back mangrove,KK Island,Conservation,241,100,4947.12,0,0.384615385,1.41025641,0.667326748,18.598,0,0,0,0,0,0,1,0
471,MoE,PK33,2022,284227,1272157,72,Back mangrove,KK Island,Core Zone,383,80,6411.72,0,0,0.256410256,0.619377196,66.789,5,0,0,0,0,6,1,0
472,MoE,PK34,2022,282887,1270172,25,Back mangrove,KK Island,Core Zone,242,80,3355.19,0,0,0.384615385,0.760380387,147.931,0,0,0,0,0,0,4,0
473,MoE,PK35,2022,284829.1222,1269728.094,93,Back mangrove,KK Island,Conservation,166,80,3021.77,0,1.025641026,1.41025641,0.622496784,141.236,0,0,0,0,0,1,14,0
